Url,Brand,Model,Limited,CaseMaterialGrouped,Glass,Case Shape,CaseDiameterGrouped,WaterResistanceLevel,DialColorGrouped,DialHandsGrouped,Dial Indexes,LogPrice
https://watchbase.com/panerai/pocket-watches/pam00529,panerai,Pocket Watches,Yes,Gold Variants,Sapphire,Cushion,XXL,Basic,Black,Stick/Minimalist,Mixed,11.05881093278828
https://watchbase.com/patek-philippe/cubitus/5821-1ar-001,patek philippe,Cubitus,No,Steel,Sapphire,Square,XL,Basic,Blue,Stick/Minimalist,Stick / Dot,11.039411682337978
https://watchbase.com/patek-philippe/cubitus/5822p-001,patek philippe,Cubitus,No,Platinum,Sapphire,Square,XL,Basic,Blue,Stick/Minimalist,Stick / Dot,11.405685406299774
https://watchbase.com/patek-philippe/cubitus/5821-1a-001,patek philippe,Cubitus,No,Steel,Sapphire,Square,XL,Basic,Colorful,Stick/Minimalist,Stick / Dot,10.64354217367223
https://watchbase.com/panerai/pocket-watches/pam00447,panerai,Pocket Watches,Yes,Gold Variants,Sapphire,Cushion,XXL,Basic,Grey/Brown,Stick/Minimalist,Mixed,11.000448478455008
https://watchbase.com/panerai/pocket-watches/pam00446,panerai,Pocket Watches,Yes,Synthetic,Sapphire,Cushion,XXL,Basic,Skeleton,Stick/Minimalist,Mixed,12.095146671399466
https://watchbase.com/patek-philippe/gondolo/4972-1g-001,patek philippe,Gondolo,No,Gold Variants,Sapphire,Other,XS,Basic,Silver/White,Leaf-style,Arabic Numerals,10.770188800870221
https://watchbase.com/patek-philippe/gondolo/4962-200r-001,patek philippe,Gondolo,No,Gold Variants,Sapphire,Other,XS,Basic,Grey/Brown,Leaf-style,Mixed,10.610069086697326
https://watchbase.com/patek-philippe/gondolo/4972g-001,patek philippe,Gondolo,No,Gold Variants,Sapphire,Other,XS,Basic,Silver/White,Leaf-style,Arabic Numerals,10.324202455851168
https://watchbase.com/patek-philippe/gondolo/7099r-001,patek philippe,Gondolo,No,Gold Variants,Sapphire,Tonneau,XS,Basic,Silver/White,Leaf-style,Stick / Dot,11.528808656597766
https://watchbase.com/patek-philippe/gondolo/5098r-001,patek philippe,Gondolo,No,Gold Variants,Sapphire,Tonneau,S,Basic,Silver/White,Leaf-style,Arabic Numerals,10.434145214930487
https://watchbase.com/patek-philippe/gondolo/4973g-001,patek philippe,Gondolo,No,Gold Variants,Sapphire,Other,XS,Basic,Silver/White,Leaf-style,Arabic Numerals,10.714439990727769
https://watchbase.com/patek-philippe/gondolo/5124j-001,patek philippe,Gondolo,No,Gold Variants,Sapphire,Rectangular,S,Basic,Silver/White,Dauphine-style,Stick / Dot,10.016860879703811
https://watchbase.com/patek-philippe/gondolo/5098p-001,patek philippe,Gondolo,No,Platinum,Sapphire,Tonneau,S,Basic,Silver/White,Leaf-style,Arabic Numerals,10.622570475119794
https://watchbase.com/patek-philippe/gondolo/5200g-001,patek philippe,Gondolo,No,Gold Variants,Sapphire,Rectangular,S,Basic,Blue,Dauphine-style,Stick / Dot,10.860939421415225
https://watchbase.com/patek-philippe/gondolo/5124g-001,patek philippe,Gondolo,No,Gold Variants,Sapphire,Rectangular,S,Basic,Grey/Brown,Dauphine-style,Arabic Numerals,9.609854474590907
https://watchbase.com/patek-philippe/gondolo/5124g-011,patek philippe,Gondolo,No,Gold Variants,Sapphire,Rectangular,S,Basic,Blue,Dauphine-style,Stick / Dot,10.154285180632154
https://watchbase.com/patek-philippe/golden-ellipse/3738-100r-001,patek philippe,Golden Ellipse,No,Gold Variants,Sapphire,Rectangular,S,Basic,Grey/Brown,Stick/Minimalist,Stick / Dot,10.12667110305036
https://watchbase.com/patek-philippe/golden-ellipse/3738-100g-012,patek philippe,Golden Ellipse,No,Gold Variants,Sapphire,Rectangular,S,Basic,Grey/Brown,Stick/Minimalist,Stick / Dot,10.12667110305036
https://watchbase.com/patek-philippe/golden-ellipse/3738-100j-012,patek philippe,Golden Ellipse,No,Gold Variants,Sapphire,Rectangular,S,Basic,Blue,Stick/Minimalist,Stick / Dot,9.575747082838362
https://watchbase.com/patek-philippe/golden-ellipse/5738p-001,patek philippe,Golden Ellipse,No,Platinum,Sapphire,Rectangular,M,Basic,Blue,Stick/Minimalist,Stick / Dot,10.283669040109793
https://watchbase.com/patek-philippe/twenty-4/4908-101r-001,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Paved/Diamonds,Leaf-style,Stick / Dot,13.134056742745338
https://watchbase.com/patek-philippe/twenty-4/4908-200g-011,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Silver/White,Leaf-style,Mixed,10.572879805741458
https://watchbase.com/patek-philippe/twenty-4/4910-11r-011,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Silver/White,Leaf-style,Mixed,10.584081267024454
https://watchbase.com/patek-philippe/twenty-4/4908-11r-011,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Silver/White,Leaf-style,Mixed,10.518700218288165
https://watchbase.com/patek-philippe/twenty-4/4920g-001,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Grey/Brown,Leaf-style,Mixed,9.961803629358965
https://watchbase.com/patek-philippe/twenty-4/4909-50r-001,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Paved/Diamonds,Leaf-style,Roman Numerals,11.700159933624827
https://watchbase.com/patek-philippe/twenty-4/4910-10a-001,patek philippe,Twenty~4,No,Steel,Sapphire,Rectangular,XS,Basic,Black,Leaf-style,Mixed,9.350189267092581
https://watchbase.com/patek-philippe/twenty-4/4911g-001,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Paved/Diamonds,Leaf-style,Roman Numerals,11.910163489914005
https://watchbase.com/patek-philippe/twenty-4/4910-52g-001,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Paved/Diamonds,Leaf-style,Roman Numerals,12.310302021690863
https://watchbase.com/patek-philippe/twenty-4/4910g-001,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Paved/Diamonds,Leaf-style,Roman Numerals,10.873906556448501
https://watchbase.com/patek-philippe/twenty-4/4908-200g-001,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Grey/Brown,Leaf-style,Mixed,10.572879805741458
https://watchbase.com/patek-philippe/twenty-4/4910-10a-012,patek philippe,Twenty~4,No,Steel,Sapphire,Rectangular,XS,Basic,Blue,Leaf-style,Mixed,9.350189267092581
https://watchbase.com/patek-philippe/twenty-4/4910-11r-010,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Grey/Brown,Leaf-style,Mixed,10.584081267024454
https://watchbase.com/patek-philippe/twenty-4/4920g-010,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Black,Leaf-style,Mixed,9.837935184295892
https://watchbase.com/patek-philippe/twenty-4/4908-101g-001,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Paved/Diamonds,Leaf-style,Roman Numerals,13.134056742745338
https://watchbase.com/patek-philippe/twenty-4/4920r-001,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Grey/Brown,Leaf-style,Mixed,9.961803629358965
https://watchbase.com/patek-philippe/twenty-4/4909-50g-001,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Paved/Diamonds,Leaf-style,Roman Numerals,11.7340750296137
https://watchbase.com/patek-philippe/twenty-4/4910-10a-011,patek philippe,Twenty~4,No,Steel,Sapphire,Rectangular,XS,Basic,Silver/White,Leaf-style,Mixed,9.350189267092581
https://watchbase.com/patek-philippe/twenty-4/4910-10a-010,patek philippe,Twenty~4,No,Steel,Sapphire,Rectangular,XS,Basic,Grey/Brown,Leaf-style,Mixed,9.350189267092581
https://watchbase.com/patek-philippe/twenty-4/4908-11r-010,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Grey/Brown,Leaf-style,Mixed,10.396077920037964
https://watchbase.com/patek-philippe/twenty-4/4920r-010,patek philippe,Twenty~4,No,Gold Variants,Sapphire,Rectangular,XS,Basic,Silver/White,Leaf-style,Mixed,9.837935184295892
https://watchbase.com/patek-philippe/aquanaut/5069g-001,patek philippe,Aquanaut,No,Gold Variants,Sapphire,Cushion,M,Standard,Black,Stick/Minimalist,Arabic Numerals,11.124627160483929
https://watchbase.com/patek-philippe/nautilus/7010r-012,patek philippe,Nautilus,No,Gold Variants,Sapphire,Cushion,S,Basic,Other,Stick/Minimalist,Mixed,10.305647203635566
https://watchbase.com/patek-philippe/nautilus/5713-1g-001,patek philippe,Nautilus,No,Gold Variants,Sapphire,Cushion,L,Standard,Blue,Stick/Minimalist,Stick / Dot,10.824387644967183
https://watchbase.com/patek-philippe/nautilus/5719-1g-001,patek philippe,Nautilus,No,Gold Variants,Sapphire,Cushion,L,Standard,Paved/Diamonds,Stick/Minimalist,Gem-Set Indexes,12.431617311859128
https://watchbase.com/patek-philippe/nautilus/5724g-001,patek philippe,Nautilus,No,Gold Variants,Sapphire,Cushion,L,Basic,Blue,Stick/Minimalist,Stick / Dot,11.986616039073947
https://watchbase.com/patek-philippe/nautilus/7118-1200r-001,patek philippe,Nautilus,No,Gold Variants,Sapphire,Cushion,M,Basic,Silver/White,Stick/Minimalist,Mixed,10.712215345197256
https://watchbase.com/patek-philippe/nautilus/5980r-001,patek philippe,Nautilus,No,Gold Variants,Sapphire,Cushion,L,Standard,Grey/Brown,Stick/Minimalist,Stick / Dot,10.94024216782542
https://watchbase.com/patek-philippe/nautilus/5711-1p-011,patek philippe,Nautilus,Yes,Platinum,Sapphire,Cushion,L,Standard,Blue,Stick/Minimalist,Gem-Set Indexes,11.541328259486415
https://watchbase.com/patek-philippe/nautilus/5990-1a-011,patek philippe,Nautilus,No,Steel,Sapphire,Cushion,L,Standard,Blue,Stick/Minimalist,Stick / Dot,11.144177939797228
https://watchbase.com/patek-philippe/nautilus/5726-1a-010,patek philippe,Nautilus,No,Steel,Sapphire,Cushion,L,Standard,Silver/White,Stick/Minimalist,Stick / Dot,10.623787731088578
https://watchbase.com/patek-philippe/nautilus/5980-1a-014,patek philippe,Nautilus,No,Steel,Sapphire,Cushion,L,Standard,Black,Stick/Minimalist,Stick / Dot,10.589635294075828
https://watchbase.com/patek-philippe/nautilus/5711-1p-010,patek philippe,Nautilus,No,Platinum,Sapphire,Cushion,L,Standard,Blue,Stick/Minimalist,Stick / Dot,11.49528070779676
https://watchbase.com/patek-philippe/nautilus/5976-1g,patek philippe,Nautilus,Yes,Gold Variants,Sapphire,Cushion,XXL,Standard,Blue,Stick/Minimalist,Gem-Set Indexes,11.378833915487142
https://watchbase.com/patek-philippe/nautilus/5712t-001,patek philippe,Nautilus,Yes,Titanium,Sapphire,Cushion,L,Basic,Grey/Brown,Stick/Minimalist,Stick / Dot,13.171155446333852
https://watchbase.com/patek-philippe/nautilus/5990-1a-001,patek philippe,Nautilus,No,Steel,Sapphire,Cushion,L,Standard,Black,Stick/Minimalist,Stick / Dot,10.825780236605917
https://watchbase.com/patek-philippe/nautilus/5711-1a-014,patek philippe,Nautilus,No,Steel,Sapphire,Cushion,L,Standard,Colorful,Stick/Minimalist,Stick / Dot,10.322230781590136
https://watchbase.com/patek-philippe/nautilus/5740-1g-001,patek philippe,Nautilus,No,Gold Variants,Sapphire,Cushion,L,Basic,Blue,Stick/Minimalist,Stick / Dot,11.614859115627624
https://watchbase.com/patek-philippe/nautilus/5712r-001,patek philippe,Nautilus,No,Gold Variants,Sapphire,Cushion,L,Basic,Grey/Brown,Stick/Minimalist,Stick / Dot,10.623787731088578
https://watchbase.com/patek-philippe/nautilus/5980-1a-001,patek philippe,Nautilus,No,Steel,Sapphire,Cushion,L,Standard,Blue,Stick/Minimalist,Stick / Dot,10.589635294075828
https://watchbase.com/patek-philippe/nautilus/5711-1a-001,patek philippe,Nautilus,No,Steel,Sapphire,Cushion,L,Standard,Blue,Stick/Minimalist,Stick / Dot,9.591581091193483
https://watchbase.com/patek-philippe/nautilus/5712-1r-001,patek philippe,Nautilus,No,Gold Variants,Sapphire,Cushion,L,Basic,Grey/Brown,Stick/Minimalist,Stick / Dot,11.332230584420795
https://watchbase.com/patek-philippe/nautilus/5811-1g-001,patek philippe,Nautilus,No,Gold Variants,Sapphire,Cushion,L,Standard,Blue,Stick/Minimalist,Stick / Dot,11.16128070555655
https://watchbase.com/patek-philippe/nautilus/5712g-001,patek philippe,Nautilus,No,Gold Variants,Sapphire,Cushion,L,Basic,Grey/Brown,Stick/Minimalist,Stick / Dot,10.623787731088578
https://watchbase.com/patek-philippe/nautilus/5711-1a-011,patek philippe,Nautilus,No,Steel,Sapphire,Cushion,L,Standard,Silver/White,Stick/Minimalist,Stick / Dot,9.938902957757083
https://watchbase.com/patek-philippe/nautilus/5726-1a-001,patek philippe,Nautilus,No,Steel,Sapphire,Cushion,L,Standard,Black,Stick/Minimalist,Stick / Dot,10.623787731088578
https://watchbase.com/patek-philippe/nautilus/5712-1a-001,patek philippe,Nautilus,No,Steel,Sapphire,Cushion,L,Basic,Blue,Stick/Minimalist,Stick / Dot,10.22958472526072
https://watchbase.com/patek-philippe/nautilus/5711-1a-010,patek philippe,Nautilus,No,Steel,Sapphire,Cushion,L,Standard,Blue,Stick/Minimalist,Stick / Dot,10.064798252418377
https://watchbase.com/patek-philippe/aquanaut/5069r-001,patek philippe,Aquanaut,No,Gold Variants,Sapphire,Cushion,M,Standard,Silver/White,Stick/Minimalist,Arabic Numerals,11.124627160483929
https://watchbase.com/patek-philippe/aquanaut/7968-300r-001,patek philippe,Aquanaut,No,Gold Variants,Sapphire,Cushion,L,Basic,Silver/White,Stick/Minimalist,Arabic Numerals,12.276684871820773
https://watchbase.com/patek-philippe/aquanaut/5268-461g-001,patek philippe,Aquanaut,No,Gold Variants,Sapphire,Cushion,M,Standard,Paved/Diamonds,Stick/Minimalist,Gem-Set Indexes,12.353461947242346
https://watchbase.com/patek-philippe/aquanaut/5268-200r-010,patek philippe,Aquanaut,No,Gold Variants,Sapphire,Cushion,M,Standard,Grey/Brown,Stick/Minimalist,Arabic Numerals,10.901561015825624
https://watchbase.com/patek-philippe/aquanaut/5069g-011,patek philippe,Aquanaut,No,Gold Variants,Sapphire,Cushion,M,Standard,Silver/White,Stick/Minimalist,Arabic Numerals,11.124627160483929
https://watchbase.com/patek-philippe/aquanaut/5067a-011,patek philippe,Aquanaut,No,Steel,Sapphire,Cushion,M,Standard,Silver/White,Stick/Minimalist,Arabic Numerals,9.635673464721814
https://watchbase.com/patek-philippe/aquanaut/5062-450r-001,patek philippe,Aquanaut,No,Gold Variants,Sapphire,Cushion,M,Basic,Other,Stick/Minimalist,Gem-Set Indexes,12.102937429832547
https://watchbase.com/patek-philippe/aquanaut/5968r-001,patek philippe,Aquanaut,No,Gold Variants,Sapphire,Cushion,L,Standard,Grey/Brown,Stick/Minimalist,Arabic Numerals,11.242572374640222
https://watchbase.com/patek-philippe/aquanaut/5068r-001,patek philippe,Aquanaut,No,Gold Variants,Sapphire,Cushion,M,Standard,Grey/Brown,Stick/Minimalist,Arabic Numerals,10.638280388314705
https://watchbase.com/patek-philippe/aquanaut/5067a-001,patek philippe,Aquanaut,No,Steel,Sapphire,Cushion,M,Standard,Black,Stick/Minimalist,Arabic Numerals,9.635673464721814
https://watchbase.com/patek-philippe/aquanaut/5167-1a-001,patek philippe,Aquanaut,No,Steel,Sapphire,Cushion,L,Standard,Black,Stick/Minimalist,Arabic Numerals,9.812522917162035
https://watchbase.com/patek-philippe/aquanaut/5167r-001,patek philippe,Aquanaut,No,Gold Variants,Sapphire,Cushion,L,Standard,Grey/Brown,Stick/Minimalist,Arabic Numerals,10.419330568113901
https://watchbase.com/patek-philippe/aquanaut/5261r-001,patek philippe,Aquanaut,No,Gold Variants,Sapphire,Cushion,L,Basic,Blue,Stick/Minimalist,Arabic Numerals,11.035067067645114
https://watchbase.com/patek-philippe/aquanaut/5167a-001,patek philippe,Aquanaut,No,Steel,Sapphire,Cushion,L,Standard,Black,Stick/Minimalist,Arabic Numerals,9.667195436466644
https://watchbase.com/patek-philippe/calatrava/5120-1g-001,patek philippe,Calatrava,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Dauphine-style,Stick / Dot,10.57798693872359
https://watchbase.com/patek-philippe/calatrava/5196p-001,patek philippe,Calatrava,No,Platinum,Sapphire,Round,M,Basic,Silver/White,Leaf-style,Arabic Numerals,10.460270761075149
https://watchbase.com/patek-philippe/calatrava/5522a-001,patek philippe,Calatrava,Yes,Steel,Sapphire,Round,L,Basic,Blue,Sword-style,Arabic Numerals,9.844321241866913
https://watchbase.com/patek-philippe/calatrava/6007g-010,patek philippe,Calatrava,No,Steel,Sapphire,Round,L,Basic,Black,Stick/Minimalist,Arabic Numerals,10.5495693306696
https://watchbase.com/patek-philippe/calatrava/5296g-010,patek philippe,Calatrava,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Dauphine-style,Stick / Dot,10.021759357614163
https://watchbase.com/patek-philippe/calatrava/5116r-001,patek philippe,Calatrava,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Leaf-style,Roman Numerals,10.110542371500753
https://watchbase.com/patek-philippe/calatrava/5120j-001,patek philippe,Calatrava,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Leaf-style,Roman Numerals,9.530320210727126
https://watchbase.com/patek-philippe/calatrava/5196r-001,patek philippe,Calatrava,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Dauphine-style,Stick / Dot,9.942756341456828
https://watchbase.com/patek-philippe/calatrava/5119r-001,patek philippe,Calatrava,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Leaf-style,Roman Numerals,9.923339198238729
https://watchbase.com/patek-philippe/calatrava/6000g-010,patek philippe,Calatrava,No,Gold Variants,Sapphire,Round,M,Basic,Grey/Brown,Stick/Minimalist,Arabic Numerals,10.059251216519025
https://watchbase.com/patek-philippe/calatrava/5296r-001,patek philippe,Calatrava,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Leaf-style,Stick / Dot,10.146472946063877
https://watchbase.com/patek-philippe/calatrava/5120g-001,patek philippe,Calatrava,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Leaf-style,Roman Numerals,10.081675578048475
https://watchbase.com/patek-philippe/calatrava/5123r-001,patek philippe,Calatrava,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Dauphine-style,Stick / Dot,10.069044362997353
https://watchbase.com/patek-philippe/calatrava/5296r-010,patek philippe,Calatrava,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Dauphine-style,Stick / Dot,10.146472946063877
https://watchbase.com/patek-philippe/calatrava/5227g-001,patek philippe,Calatrava,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Dauphine-style,Stick / Dot,10.39516093745751
https://watchbase.com/patek-philippe/calatrava/5196g-001,patek philippe,Calatrava,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Dauphine-style,Stick / Dot,9.942756341456828
https://watchbase.com/patek-philippe/calatrava/5296g-001,patek philippe,Calatrava,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Leaf-style,Stick / Dot,10.146472946063877
https://watchbase.com/patek-philippe/calatrava/5119g-001,patek philippe,Calatrava,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Leaf-style,Roman Numerals,9.852246888342531
https://watchbase.com/patek-philippe/complications/5205g-010,patek philippe,Complications,No,Gold Variants,Sapphire,Round,L,Basic,Black,Dauphine-style,Stick / Dot,10.718874489469398
https://watchbase.com/patek-philippe/complications/5110p-001,patek philippe,Complications,No,Platinum,Sapphire,Round,M,Low,Grey/Brown,Proprietary,Arabic Numerals,10.330616300280319
https://watchbase.com/patek-philippe/complications/5960r-010,patek philippe,Complications,No,Gold Variants,Sapphire,Round,L,Basic,Black,Stick/Minimalist,Stick / Dot,11.035550735793711
https://watchbase.com/patek-philippe/complications/4947g-001,patek philippe,Complications,No,Gold Variants,Sapphire,Round,M,Basic,Blue,Leaf-style,Arabic Numerals,10.76004951120163
https://watchbase.com/patek-philippe/complications/5960p-015,patek philippe,Complications,No,Platinum,Sapphire,Round,L,Basic,Blue,Stick/Minimalist,Stick / Dot,11.211293206231721
https://watchbase.com/patek-philippe/complications/4936r-001,patek philippe,Complications,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Leaf-style,Roman Numerals,10.202517493681471
https://watchbase.com/patek-philippe/complications/5960r-001,patek philippe,Complications,No,Gold Variants,Sapphire,Round,L,Basic,Grey/Brown,Stick/Minimalist,Stick / Dot,10.680998859207012
https://watchbase.com/patek-philippe/complications/5130p-020,patek philippe,Complications,No,Platinum,Sapphire,Round,L,Basic,Blue,Proprietary,Arabic Numerals,10.957817003758691
https://watchbase.com/patek-philippe/complications/5146g-010,patek philippe,Complications,No,Gold Variants,Sapphire,Round,M,Basic,Grey/Brown,Leaf-style,Mixed,10.571342565808699
https://watchbase.com/patek-philippe/complications/5070g-001,patek philippe,Complications,No,Steel,Sapphire,Round,L,Low,Silver/White,Leaf-style,Arabic Numerals,10.514366634409093
https://watchbase.com/patek-philippe/complications/4937g-001,patek philippe,Complications,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Leaf-style,Arabic Numerals,10.951525586491304
https://watchbase.com/patek-philippe/complications/5146r-001,patek philippe,Complications,No,Gold Variants,Sapphire,Round,M,Basic,Grey/Brown,Leaf-style,Mixed,10.096625401763932
https://watchbase.com/patek-philippe/complications/5905p-001,patek philippe,Complications,No,Platinum,Sapphire,Round,L,Basic,Blue,Stick/Minimalist,Stick / Dot,11.209127560632263
https://watchbase.com/patek-philippe/complications/5146p-001,patek philippe,Complications,No,Platinum,Sapphire,Round,M,Basic,Grey/Brown,Leaf-style,Mixed,11.008760940077243
https://watchbase.com/patek-philippe/complications/5146g-001,patek philippe,Complications,No,Gold Variants,Sapphire,Round,M,Basic,Grey/Brown,Leaf-style,Mixed,10.094149233605084
https://watchbase.com/patek-philippe/complications/5235g-001,patek philippe,Complications,No,Gold Variants,Sapphire,Round,L,Basic,Silver/White,Stick/Minimalist,Mixed,10.76004951120163
https://watchbase.com/patek-philippe/complications/5205r-010,patek philippe,Complications,No,Gold Variants,Sapphire,Round,L,Basic,Black,Dauphine-style,Stick / Dot,10.718874489469398
https://watchbase.com/patek-philippe/complications/5396r-011,patek philippe,Complications,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Dauphine-style,Stick / Dot,10.596909695290504
https://watchbase.com/patek-philippe/complications/5960p-001,patek philippe,Complications,No,Platinum,Sapphire,Round,L,Basic,Grey/Brown,Stick/Minimalist,Stick / Dot,11.211293206231721
https://watchbase.com/patek-philippe/complications/5960-1a-001,patek philippe,Complications,No,Steel,Sapphire,Round,L,Basic,Silver/White,Stick/Minimalist,Stick / Dot,10.781058245898533
https://watchbase.com/patek-philippe/complications/5205g-001,patek philippe,Complications,No,Gold Variants,Sapphire,Round,L,Basic,Grey/Brown,Dauphine-style,Stick / Dot,10.718874489469398
https://watchbase.com/patek-philippe/complications/5396g-011,patek philippe,Complications,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Dauphine-style,Stick / Dot,10.241423003850693
https://watchbase.com/patek-philippe/complications/5070p-001,patek philippe,Complications,No,Platinum,Sapphire,Round,L,Low,Blue,Leaf-style,Arabic Numerals,10.952226590708511
https://watchbase.com/patek-philippe/complications/5146j-010,patek philippe,Complications,No,Gold Variants,Sapphire,Round,M,Basic,Grey/Brown,Leaf-style,Mixed,10.048496574446103
https://watchbase.com/patek-philippe/complications/5905-1a-001,patek philippe,Complications,No,Steel,Sapphire,Round,L,Basic,Colorful,Dauphine-style,Stick / Dot,10.849356503939038
https://watchbase.com/patek-philippe/complications/5130-1r-011,patek philippe,Complications,No,Gold Variants,Sapphire,Round,L,Basic,Grey/Brown,Proprietary,Arabic Numerals,11.052491896264268
https://watchbase.com/patek-philippe/complications/5905p-014,patek philippe,Complications,Yes,Platinum,Sapphire,Round,L,Basic,Colorful,Dauphine-style,Stick / Dot,11.413116179350727
https://watchbase.com/patek-philippe/complications/5170g-001,patek philippe,Complications,No,Gold Variants,Sapphire,Round,M,Low,Silver/White,Stick/Minimalist,Arabic Numerals,11.243751064074187
https://watchbase.com/patek-philippe/complications/5170g-010,patek philippe,Complications,No,Gold Variants,Sapphire,Round,M,Low,Black,Stick/Minimalist,Arabic Numerals,11.243751064074187
https://watchbase.com/patek-philippe/grand-complications/5078p-001,patek philippe,Grand Complications,No,Platinum,Sapphire,Round,M,Standard,Silver/White,Leaf-style,Roman Numerals,12.456329292335239
https://watchbase.com/patek-philippe/grand-complications/5959p-001,patek philippe,Grand Complications,No,Gold Variants,Sapphire,Round,S,Basic,Silver/White,Leaf-style,Arabic Numerals,12.65699220175776
https://watchbase.com/patek-philippe/grand-complications/5970g-001,patek philippe,Grand Complications,No,Gold Variants,Sapphire,Round,L,Low,Silver/White,Leaf-style,Stick / Dot,11.296273298951323
https://watchbase.com/patek-philippe/grand-complications/5270g-014,patek philippe,Grand Complications,No,Gold Variants,Sapphire,Round,L,Basic,Blue,Leaf-style,Stick / Dot,11.715874472198905
https://watchbase.com/patek-philippe/grand-complications/5940j-001,patek philippe,Grand Complications,No,Gold Variants,Sapphire,Cushion,M,Basic,Silver/White,Leaf-style,Arabic Numerals,11.2922912626048
https://watchbase.com/patek-philippe/grand-complications/5496p-001,patek philippe,Grand Complications,No,Platinum,Sapphire,Round,L,Basic,Silver/White,Dauphine-style,Stick / Dot,11.405908021810315
https://watchbase.com/patek-philippe/grand-complications/5004p-033,patek philippe,Grand Complications,No,Platinum,Sapphire,Round,M,Standard,Black,Leaf-style,Gem-Set Indexes,11.99911612448415
https://watchbase.com/patek-philippe/grand-complications/5959p-011,patek philippe,Grand Complications,No,Platinum,Sapphire,Round,S,Basic,Black,Leaf-style,Arabic Numerals,12.65699220175776
https://watchbase.com/patek-philippe/grand-complications/5204p-001,patek philippe,Grand Complications,No,Platinum,Sapphire,Round,L,Basic,Silver/White,Traditional/Special,Stick / Dot,12.412684294889793
https://watchbase.com/patek-philippe/grand-complications/5159j-001,patek philippe,Grand Complications,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Leaf-style,Roman Numerals,11.375971077721223
https://watchbase.com/patek-philippe/grand-complications/5140j-001,patek philippe,Grand Complications,No,Gold Variants,Sapphire,Round,M,Basic,Black,Dauphine-style,Stick / Dot,11.263194068746921
https://watchbase.com/patek-philippe/grand-complications/5159r-001,patek philippe,Grand Complications,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Leaf-style,Roman Numerals,10.920546270529568
https://watchbase.com/patek-philippe/grand-complications/5970p-001,patek philippe,Grand Complications,No,Platinum,Sapphire,Round,L,Low,Black,Leaf-style,Stick / Dot,11.630361773857166
https://watchbase.com/patek-philippe/grand-complications/5270r-001,patek philippe,Grand Complications,No,Gold Variants,Sapphire,Round,L,Basic,Silver/White,Leaf-style,Stick / Dot,11.951186847493476
https://watchbase.com/patek-philippe/grand-complications/5270g-001,patek philippe,Grand Complications,No,Gold Variants,Sapphire,Round,L,Basic,Silver/White,Leaf-style,Stick / Dot,11.82876487263035
https://watchbase.com/patek-philippe/grand-complications/5159g-001,patek philippe,Grand Complications,No,Gold Variants,Sapphire,Round,M,Basic,Silver/White,Leaf-style,Roman Numerals,11.397525836740476
https://watchbase.com/panerai/mare-nostrum/pam00603,panerai,Mare Nostrum,Yes,Titanium,Sapphire,Round,XXL,Basic,Grey/Brown,Stick/Minimalist,Mixed,10.584081267024454
